ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT066,juu-q tsäi-d,,juu-q	tsäi-d,drink-IMP.2SG	tea-PRT,Drink tea!,
UT067,ärq tsäi-d jooguq,,ärq	tsäi-d	jooguq,NEG.IMP.2SG	tea-PRT	drink.CNG,Don't drink tea!,
UT071-1,poisi mõsk-minõ,,poisi	mõsk-minõ,boy.GEN	wash-NMLZ,washing of the boy / washing the boy,
UT071-2,poisi tarõ,,poisi	tarõ,boy.GEN	room,the boy's room,
UT072-1,leevä küdsä-mine,,leevä	küdsä-mine,bread.GEN	bake-NMLZ,bread baking,
UT072-2,küdsä leevä,,küdsä	leevä,bake[1SG]	bread.GEN,I will bake a bread,
UT073,poisi-q omma-q pikä-q,,poisi-q	omma-q	pikä-q,boy-PL	be-3PL	tall-PL,The boys are tall,
UT076,järve lähkühe : järve lähküh : järve lähküst,,järve	lähkü-he	:	järve	lähkü-h :	järve	lähkü-st,lake.GEN	near-ILL	:	lake.GEN	near-INE	:	lake.GEN	near-ELA,(to) near the lake : near the lake : from near the lake,
UT079,üts tütrik : kats tütrikku,,üts	tütrik	:	kats	tütrikku,one.NOM.SG	girl.NOM.SG	:	two.NOM.SG	girl.PRT.SG,one girl : two girls,
UT080,üts tütrik : kats tütrikku,,üts	tütrik	:	kats	tütrikku,one.NOM.SG	girl.NOM.SG	:	two.NOM.SG	girl.PRT.SG,one girl : two girls,
UT083,suurõ(-ni) mõtsa-ni,,suurõ(-ni)	mõtsa-ni,big.GEN(-TERM)	forest-TERM,until the big forest,
UT084,suurõ mõtsa-ldaq,,suurõ	mõtsa-ldaq,big.GEN	forest-ABE,without the big forest,
UT093-1,lätsi latsi-gaq kinno,,lätsi	latsi-gaq	kinno,go.PST[1SG]	children-COM	cinema.ILL,I went to the cinema with children,
UT093-2,sõidi auto-gaq,,sõidi	auto-gaq,drive.PST[1SG]	car-COM,I was driving the car,
UT095,Tä sa-i oppaja-s,,Tä	sa-i	oppaja-s,3SG	get-PST.3SG	teacher-TRA,S/he became a teacher,
UT106-1,kiä,,kiä,,who,
UT106-2,miä,,miä,,what,
UT107,"kass, kiä tulõ",,"kass,	kiä	tulõ",cat	who	come.3SG,"The cat, which is coming",
UT108,"Moodori man om kolb, kiä moodori-t edesi aja",,"Moodori	man	om	kolb,	kiä	moodori-t	edesi	aja",engine.GEN	by	be.3SG	piston	who	engine-PRT	further	drive,"By the motor there is a piston, which makes the engine go further",
UT109,Tuu tull täämbä sinnä,,Tuu	tull	täämbä	sinnä,that	come.PST.3SG	today	there,S/he (lit. that) came there today,
UT111,lavvo-lõ,,lavvo-lõ,table.PL-ALL,onto the tables,
UT112-1,uno,,uno,,mother's brother,
UT112-2,lell,,lell,,father's brother,
UT116-1,varas ,ˈva.ras,,,thief,
UT116-2,varras ,ˈvar.ras,,,rod; stick,
UT117-1,tuli ,ˈtu.lʲiˑ,,,fire,
UT117-2,tuuli ,ˈtuːː.lʲi,,wind.PRT.PL,,
UT119-1,häpü ,ˈhæp.py,,shame.PRT.SG,,
UT119-2,häppü ,ˈhæpː.py,,shame.ILL.SG,,
UT120-1,silmä ,ˈsil.mæ,,eye.GEN.SG,,
UT120-2,silmä ,ˈsilː.mæ,,eye.PRT.SG,,
UT121,juuskma ,ˈjuːːsʲkʲ.ma,,run.SUP,,
UT122,kana ,ˈka.naˑ,,,hen,
UT124,juuskminõ ,ˈjuːːsʲkʲˌmi.nɤ,,,running,
UT125,kana ,ˈka.naˑ,,,hen,
UT128,väsünüq ,ˈvæ.sy.nyˀ,,,tired,
UT129,kynõlõs ,ˈkɯ.nɤ.lɤs,,speak.PRS.3SG,,
UT131,laul ,lauːl,,,"song, singing",
UT132,ua ,ˈuaː,,bean.GEN,,
UT135,külä ,ˈky.læˑ,,,village,
UT136,köögis ,ˈkøː.kis,,kitchen.ILL.SG,,
UT137,sysar ,ˈsɯ.sar,,,sister,
UT138,kynõlõs ,ˈkɯ.nɤ.lɤs,,speak.PRS.3SG,,
UT140-1,kärre ,ˈkær.reˑ,,,severe,
UT140-2,kere ,ˈke.re ˑ,,,body,
UT141,klaas ,ˈklaːːsʲ,,,glass,
UT143,pürsti ,ˈpyrʲsʲ.tʲi,,brush.GEN,,
UT144,pürsti ,ˈpyrʲsʲ.tʲi,,brush.GEN,,
UT145,pürst ,pyrʲsʲtʲ,,,brush,
UT146,pal´as ,ˈpa.lʲas,,,naked,
UT147-1,kamm´ ,ˈkamʲː,,,comb,
UT147-2,kapp ,ˈkapʲː,,,cupboard,
UT152,tsiga ,ˈt͡si.kaˑ,,,pig,
UT156-1,kalaq ,ˈka.laˀ,,fish.PL,,
UT156-2,jalaq ,ˈja.laˀ,,,legs,
UT159,hõbõhõnõ ,ˈhɤ.pɤˌhɤ.nɤ,,,silvery,
UT165-1,jalg ,jalːk,,,leg,
UT165-2,jalaq ,ˈja.laˀ,,,legs,
UT166-1,kõttu ,ˈkɤtː.tu,,stomach.ILL.SG,,
UT166-2,kõtuq ,ˈkɤ.tuˀ,,stomach.NOM.PL,,
