ID,Feature
GB133,Is a pragmatically unmarked constituent order verb-final for transitive clauses?
GB134,Is the order of constituents the same in main and subordinate clauses?
GB135,Do clausal objects usually occur in the same position as nominal objects?
GB136,Is the order of core argument (i.e. S/A/P) constituents fixed?
GB137,Can standard negation be marked clause-finally?
GB138,Can standard negation be marked clause-initially?
GB139,Is there a difference between imperative (prohibitive) and declarative negation constructions?
GB140,"Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?"
GB146,Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?
GB147,Is there a morphological passive marked on the lexical verb?
GB148,Is there a morphological antipassive marked on the lexical verb?
GB149,Is there a morphologically marked inverse on verbs?
GB150,Is there clause chaining?
GB151,"Is there an overt verb marker dedicated to signalling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (""switch reference"")?"
GB152,Is there a morphologically marked distinction between simultaneous and sequential clauses?
GB155,Are causatives formed by affixes or clitics on verbs?
GB156,Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for 'to say'?
GB158,Are verbs reduplicated?
GB159,Are nouns reduplicated?
GB160,Are elements apart from verbs or nouns reduplicated?
GB165,Is there productive morphological trial marking on nouns?
GB166,Is there productive morphological paucal marking on nouns?
GB167,Is there a logophoric pronoun?
GB170,Can an adnominal property word agree with the noun in gender/noun class?
GB171,Can an adnominal demonstrative agree with the noun in gender/noun class?
GB172,Can an article agree with the noun in gender/noun class?
GB177,"Can the verb carry a marker of animacy of argument, unrelated to any gender/noun class of the argument visible in the NP domain?"
GB184,Can an adnominal property word agree with the noun in number?
GB185,Can an adnominal demonstrative agree with the noun in number?
GB186,Can an article agree with the noun in number?
GB187,Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?
GB188,Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?
GB192,Is there a gender system where a noun's phonological properties are a factor in class assignment?
GB193,What is the order of adnominal property word and noun?
GB196,Is there a male/female distinction in 2nd person independent pronouns?
GB197,Is there a male/female distinction in 1st person independent pronouns?
GB198,Can an adnominal numeral agree with the noun in gender/noun class?
GB203,What is the order of the adnominal collective universal quantifier ('all') and the noun?
GB204,Do collective ('all') and distributive ('every') universal quantifiers differ in their forms or their syntactic positions?
GB250,Can predicative possession be expressed with a transitive 'habeo' verb?
GB252,Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?
GB253,Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?
GB254,Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?
GB256,Can predicative possession be expressed with an S-like possessor and a possessum that is coded like a comitative argument?
GB257,Can polar interrogation be marked by intonation only?
GB260,Can polar interrogation be indicated by a special word order?
GB262,Is there a clause-initial polar interrogative particle?
GB263,Is there a clause-final polar interrogative particle?
GB264,Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?
GB265,"Is there a comparative construction that includes a form that elsewhere means 'surpass, exceed'?"
GB266,Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?
GB270,Can comparatives be expressed using two conjoined clauses?
GB273,Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a 'surpass/exceed' meaning?
GB275,Is there a bound comparative degree marker on the property word in a comparative construction?
GB276,Is there a non-bound comparative degree marker modifying the property word in a comparative construction?
GB285,Can polar interrogation be marked by a question particle and verbal morphology?
GB286,Can polar interrogation be indicated by overt verbal morphology only?
GB291,Can polar interrogation be marked by tone?
GB296,Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?
GB297,Can polar interrogation be indicated by a V-not-V construction?
GB298,"Can standard negation be marked by an inflecting word (""auxiliary verb"")?"
GB299,"Can standard negation be marked by a non-inflecting word (""auxiliary particle"")?"
GB300,Does the verb for 'give' have suppletive verb forms?
GB301,Is there an inclusory construction?
GB302,Is there a phonologically free passive marker ('particle' or 'auxiliary')?
GB303,Is there a phonologically free antipassive marker ('particle' or 'auxiliary')?
GB304,Can the agent be expressed overtly in a passive clause?
GB305,Is there a phonologically independent reflexive pronoun?
GB306,Is there a phonologically independent non-bipartite reciprocal pronoun?
GB309,"Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?"
GB312,Is there overt morphological marking on the verb dedicated to mood?
GB313,Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?
GB314,Can augmentative meaning be expressed productively by a shift of gender/noun class?
GB315,Can diminutive meaning be expressed productively by a shift of gender/noun class?
GB316,Is singular number regularly marked in the noun phrase by a dedicated phonologically free element?
GB317,Is dual number regularly marked in the noun phrase by a dedicated phonologically free element?
GB318,Is plural number regularly marked in the noun phrase by a dedicated phonologically free element?
GB319,Is trial number regularly marked in the noun phrase by a dedicated phonologically free element?
GB320,Is paucal number regularly marked in the noun phrase by a dedicated phonologically free element?
GB321,Is there a large class of nouns whose gender/noun class is not phonologically or semantically predictable?
GB322,Is there grammatical marking of direct evidence (perceived with the senses)?
GB323,"Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?"
GB324,"Is there an interrogative verb for content interrogatives (who?, what?, etc.)?"
GB325,Is there a count/mass distinction in interrogative quantifiers?
GB326,Do (nominal) content interrogatives normally or frequently occur in situ?
GB327,Can the relative clause follow the noun?
GB328,Can the relative clause precede the noun?
GB329,Are there internally-headed relative clauses?
GB330,Are there correlative relative clauses?
GB331,Are there adjoined relative clauses?
GB333,Is there a decimal numeral system?
GB334,Is there synchronic evidence for any element of a quinary numeral system?
GB335,Is there synchronic evidence for any element of a vigesimal numeral system?
GB336,Is there a body-part tallying system?
GB400,"Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?"
GB401,Is there a class of patient-labile verbs?
GB402,Does the verb for 'see' have suppletive verb forms?
GB403,Does the verb for 'come' have suppletive verb forms?
GB408,Is there any accusative alignment of flagging?
GB409,Is there any ergative alignment of flagging?
GB410,Is there any neutral alignment of flagging?
GB415,Is there a politeness distinction in 2nd person forms?
GB421,Is there a preposed complementizer in complements of verbs of thinking and/or knowing?
GB422,Is there a postposed complementizer in complements of verbs of thinking and/or knowing?
GB430,Can adnominal possession be marked by a prefix on the possessor?
GB431,Can adnominal possession be marked by a prefix on the possessed noun?
GB432,Can adnominal possession be marked by a suffix on the possessor?
GB433,Can adnominal possession be marked by a suffix on the possessed noun?
GB519,"Can mood be marked by a non-inflecting word (""auxiliary particle"")?"
GB520,"Can aspect be marked by a non-inflecting word (""auxiliary particle"")?"
GB521,"Can tense be marked by a non-inflecting word (""auxiliary particle"")?"
GB522,"Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferrable from context (""pro-drop"" or ""null anaphora"")?"
